order_id,year,month,product_code,quantity,user_id
2528,2019,3,34,9,353
2529,2020,6,32,6,340
2530,2020,2,16,4,229
2531,2020,2,16,1,126
2532,2020,11,30,7,951
2533,2020,2,97,1,304
2534,2019,6,98,2,592
2535,2018,4,69,9,31
2536,2018,4,40,8,259
2537,2018,11,28,1,149
2538,2020,6,19,8,715
2539,2019,10,30,6,402
2540,2020,12,4,4,955
2541,2019,10,88,5,664
2542,2019,1,55,3,905
2543,2018,11,14,9,15
2544,2018,12,40,8,422
2545,2019,5,78,10,625
2546,2018,12,19,8,290
2547,2019,12,28,1,912
2548,2018,7,55,1,878
2549,2018,1,91,1,824
2550,2018,5,74,2,998
2551,2020,2,85,2,598
2552,2018,12,70,10,365
2553,2019,2,18,1,234
2554,2020,4,90,2,82
2555,2018,9,88,4,495
2556,2018,2,5,5,69
2557,2020,11,68,6,119
2558,2019,4,2,3,772
2559,2020,11,14,5,965
2560,2019,11,55,7,348
2561,2020,6,78,7,641
2562,2020,5,20,6,634
2563,2019,9,88,8,780
2564,2018,7,56,10,965
2565,2019,2,39,1,249
2566,2020,5,45,3,434
2567,2018,5,34,9,871
2568,2019,5,72,3,806
2569,2018,5,6,4,177
2570,2020,7,73,1,740
2571,2020,8,48,10,380
2572,2018,2,64,8,871
2573,2020,5,23,6,584
2574,2020,8,43,1,615
2575,2018,4,13,9,412
2576,2019,7,60,1,78
2577,2019,5,70,2,550
2578,2018,10,33,7,293
2579,2019,11,36,5,28
2580,2018,7,19,7,759
2581,2018,7,76,1,883
2582,2019,5,22,5,813
2583,2018,11,16,6,795
2584,2018,3,68,6,67
2585,2018,6,23,1,608
2586,2020,10,37,2,795
2587,2019,1,42,10,81
2588,2018,4,42,7,874
2589,2019,11,70,7,141
2590,2019,11,41,9,326
2591,2019,10,46,7,298
2592,2020,2,83,1,212
2593,2018,7,27,2,892
2594,2019,8,82,5,158
2595,2018,10,52,6,978
2596,2020,11,23,4,246
2597,2019,9,40,6,342
2598,2018,2,0,1,155
2599,2018,1,39,2,453
2600,2020,11,97,9,740
2601,2018,1,30,1,98
2602,2019,8,24,6,70
2603,2018,12,39,6,489
2604,2020,6,42,10,71
2605,2018,2,85,4,32
2606,2018,3,44,3,152
2607,2018,5,8,8,285
2608,2018,11,72,8,224
2609,2019,12,14,4,722
2610,2018,11,96,7,135
2611,2019,3,83,6,13
2612,2019,1,6,6,469
2613,2019,9,93,5,213
2614,2020,9,86,7,641
2615,2018,12,70,2,570
2616,2019,1,22,5,167
2617,2018,7,21,9,276
2618,2018,12,83,4,401
2619,2018,12,59,6,591
2620,2018,11,68,9,710
2621,2019,3,86,1,305
2622,2019,10,4,1,807
2623,2020,12,61,9,860
2624,2019,10,59,9,607
2625,2018,12,29,1,462
2626,2018,8,13,9,941
2627,2020,6,19,3,675
2628,2020,2,87,8,995
2629,2020,12,40,8,559
2630,2020,6,78,7,680
2631,2018,1,99,2,225
2632,2019,4,51,2,187
2633,2018,5,88,2,410
2634,2018,12,17,2,528
2635,2020,6,32,4,163
2636,2020,1,71,4,565
2637,2020,1,88,2,814
2638,2019,3,39,5,875
2639,2020,3,1,10,577
2640,2018,6,46,7,469
2641,2018,9,49,7,452
2642,2018,6,54,6,430
2643,2020,9,22,1,302
2644,2019,8,13,2,34
2645,2019,8,74,9,822
2646,2019,10,57,1,28
2647,2019,12,95,7,16
2648,2019,12,66,9,14
2649,2019,12,2,6,256
2650,2019,1,84,5,414
2651,2020,4,32,8,854
2652,2020,7,9,4,448
2653,2019,12,95,9,465
2654,2020,2,40,3,732
2655,2018,7,21,8,930
2656,2018,10,88,6,627
2657,2019,8,23,8,930
2658,2019,10,84,7,302
2659,2018,5,78,8,939
2660,2018,4,13,6,652
2661,2020,11,12,7,653
2662,2019,9,56,2,377
2663,2019,3,62,2,982
2664,2019,4,21,9,289
2665,2019,6,97,2,256
2666,2018,5,25,4,594
2667,2018,10,20,8,154
2668,2019,11,22,7,34
2669,2018,2,99,9,44
2670,2020,3,91,9,424
2671,2020,10,41,2,608
2672,2019,7,97,7,854
2673,2020,4,19,8,823
2674,2020,3,61,10,784
2675,2018,7,3,9,648
2676,2018,12,56,10,209
2677,2020,2,0,4,52
2678,2020,12,58,6,209
2679,2019,5,69,10,970
2680,2018,8,70,4,161
2681,2020,10,96,7,606
2682,2018,8,93,3,476
2683,2020,1,74,1,822
2684,2018,12,16,1,425
2685,2018,1,18,6,927
2686,2018,4,11,7,134
2687,2018,4,1,1,625
2688,2020,8,83,6,118
2689,2020,1,23,4,840
2690,2020,7,8,6,145
2691,2020,7,30,6,355
2692,2018,3,47,7,493
2693,2019,11,37,9,136
2694,2018,12,71,1,804
2695,2018,8,45,4,143
2696,2018,1,69,5,566
2697,2019,1,74,5,537
2698,2020,9,92,8,646
2699,2018,3,25,5,436
2700,2020,5,29,7,428
2701,2019,6,48,1,487
2702,2019,7,93,1,951
2703,2019,9,9,1,575
2704,2020,7,5,6,371
2705,2020,2,56,1,605
2706,2019,12,58,8,796
2707,2019,2,46,8,958
2708,2020,12,66,7,637
2709,2018,5,25,3,728
2710,2019,9,67,10,131
2711,2020,8,33,5,98
2712,2019,7,76,4,140
2713,2018,11,22,1,58
2714,2020,11,2,2,832
2715,2018,5,44,8,355
2716,2019,4,19,4,965
2717,2020,10,17,8,610
2718,2018,8,55,9,962
2719,2020,2,13,3,336
2720,2019,7,50,3,484
2721,2019,4,96,6,393
2722,2019,2,26,10,351
2723,2018,4,8,8,858
2724,2020,9,93,9,339
2725,2019,5,9,6,897
2726,2019,2,36,3,748
2727,2018,2,0,6,232
2728,2018,11,90,4,319
2729,2020,9,66,5,399
2730,2019,7,24,7,225
2731,2018,10,59,7,443
2732,2018,3,94,2,343
2733,2018,5,75,2,25
2734,2019,8,84,2,555
2735,2020,6,59,5,647
2736,2020,5,31,3,136
2737,2019,8,47,7,941
2738,2019,4,67,7,408
2739,2019,11,38,8,754
2740,2020,8,28,2,348
2741,2018,8,44,3,833
2742,2019,3,22,7,525
2743,2018,3,50,5,543
2744,2018,5,23,1,977
2745,2018,4,16,5,362
2746,2019,2,50,7,825
2747,2020,11,25,7,242
2748,2018,8,84,8,603
2749,2020,10,77,7,214
2750,2019,6,38,3,768
2751,2018,1,97,8,492
2752,2018,4,30,8,232
2753,2018,6,55,8,919
2754,2018,2,88,7,760
2755,2020,4,5,10,366
2756,2020,7,1,3,904
2757,2018,3,70,1,852
2758,2020,10,71,2,659
2759,2020,9,23,9,975
2760,2020,9,13,3,428
2761,2018,8,33,10,469
2762,2019,6,15,9,989
2763,2020,4,12,10,994
2764,2020,10,12,9,973
2765,2018,4,48,4,54
2766,2020,6,34,10,737
2767,2019,9,9,3,117
2768,2018,9,3,2,730
2769,2020,8,82,1,335
2770,2019,2,87,10,427
2771,2018,1,10,5,978
2772,2019,6,15,5,475
2773,2019,10,63,9,849
2774,2019,12,81,8,329
2775,2018,8,75,10,0
2776,2020,1,63,2,308
2777,2019,5,51,9,910
2778,2018,8,47,2,608
2779,2020,4,69,8,411
2780,2019,7,39,8,855
2781,2020,1,31,1,823
2782,2020,5,59,1,456
2783,2018,10,44,5,902
2784,2020,5,69,2,322
2785,2018,9,76,10,3
2786,2019,6,40,3,640
2787,2018,6,23,3,127
2788,2019,12,86,5,417
2789,2020,11,56,9,632
2790,2020,5,25,7,939
2791,2018,11,60,5,137
2792,2020,6,91,10,414
2793,2018,8,0,7,592
2794,2019,2,2,10,625
2795,2018,1,61,2,362
2796,2019,5,14,6,893
2797,2020,4,51,7,553
2798,2018,2,75,10,531
2799,2019,8,95,1,678
2800,2019,2,12,8,529
2801,2020,11,81,5,734
2802,2019,3,6,5,338
2803,2018,11,92,10,730
2804,2019,2,32,5,739
2805,2020,6,28,3,895
2806,2019,6,1,10,539
2807,2019,11,36,3,482
2808,2019,4,50,9,473
2809,2020,9,18,2,870
2810,2019,3,63,1,725
2811,2019,3,56,6,547
2812,2018,3,89,3,792
2813,2020,3,47,3,270
2814,2019,8,9,9,658
2815,2020,5,92,4,995
2816,2019,12,91,8,837
2817,2019,5,58,4,734
2818,2019,12,42,6,366
2819,2018,3,10,5,694
2820,2020,3,31,5,780
2821,2020,8,23,8,887
2822,2018,3,28,8,396
2823,2020,5,13,7,845
2824,2020,4,66,7,557
2825,2019,12,96,7,275
2826,2018,3,5,5,486
2827,2018,11,35,3,257
2828,2019,8,59,7,516
2829,2020,8,29,7,570
2830,2018,12,76,5,651
2831,2020,6,20,10,729
2832,2019,8,67,8,354
2833,2018,5,28,5,120
2834,2018,11,17,2,623
2835,2020,9,13,6,812
2836,2018,2,60,8,468
2837,2018,7,65,10,591
2838,2020,12,53,2,712
2839,2018,1,19,4,770
2840,2018,6,27,2,275
2841,2018,8,12,6,551
2842,2019,3,30,7,362
2843,2020,9,28,10,407
2844,2020,4,9,5,277
2845,2019,11,12,8,979
2846,2019,7,75,3,849
2847,2020,6,45,9,366
2848,2020,2,85,6,122
2849,2018,2,89,7,77
2850,2020,8,29,2,81
2851,2020,6,69,9,4
2852,2020,1,99,4,841
2853,2019,4,12,8,696
2854,2018,5,40,2,570
2855,2020,12,73,2,752
2856,2020,4,38,6,285
2857,2020,2,67,4,191
2858,2019,9,23,7,712
2859,2019,12,33,2,594
2860,2019,1,99,8,754
2861,2020,11,88,7,355
2862,2019,4,48,7,848
2863,2020,2,26,4,408
2864,2019,9,66,5,488
2865,2020,5,51,3,485
2866,2020,10,65,10,510
2867,2018,1,91,6,17
2868,2020,10,50,8,196
2869,2018,8,2,10,235
2870,2019,6,77,4,864
2871,2018,1,90,1,778
2872,2019,6,57,3,159
2873,2018,2,41,9,565
2874,2019,8,17,1,195
2875,2020,12,55,4,597
2876,2019,9,21,9,922
2877,2020,7,41,7,550
2878,2018,12,73,5,263
2879,2020,7,45,2,714
2880,2020,12,64,7,297
2881,2018,4,6,9,405
2882,2018,11,20,2,742
2883,2020,5,2,9,945
2884,2018,3,86,1,275
2885,2019,12,91,3,583
2886,2020,10,33,1,284
2887,2018,3,80,9,180
2888,2020,2,13,8,453
2889,2020,5,29,6,580
2890,2018,11,80,8,3
2891,2019,3,33,2,997
2892,2018,10,23,4,22
2893,2018,6,97,5,853
2894,2019,1,20,9,973
2895,2020,9,32,9,890
2896,2020,12,4,1,30
2897,2018,9,82,6,708
2898,2020,7,14,1,864
2899,2019,3,50,3,187
2900,2020,8,57,4,60
2901,2019,2,30,8,536
2902,2020,3,18,3,300
2903,2019,2,89,1,543
2904,2019,12,8,6,941
2905,2019,2,48,9,756
2906,2019,4,26,4,416
2907,2019,9,47,5,94
2908,2018,7,43,7,71
2909,2019,5,24,2,127
2910,2020,5,30,6,563
2911,2020,3,52,1,744
2912,2018,4,0,1,158
2913,2020,10,20,6,579
2914,2018,7,58,3,33
2915,2020,12,68,7,429
2916,2018,8,43,1,595
2917,2020,4,32,1,474
2918,2018,8,65,2,781
2919,2020,5,96,9,602
2920,2019,6,18,6,642
2921,2020,4,55,2,431
2922,2018,1,22,1,628
2923,2019,10,74,10,611
2924,2020,11,83,6,965
2925,2019,1,97,7,631
2926,2018,12,43,7,4
2927,2018,12,1,3,116
2928,2020,1,99,7,559
2929,2020,9,93,3,32
2930,2020,8,79,8,18
2931,2020,5,71,2,715
2932,2019,3,68,8,54
2933,2020,12,87,8,744
2934,2020,11,58,2,92
2935,2018,10,36,10,743
2936,2019,2,27,8,236
2937,2020,10,67,7,269
2938,2019,4,19,6,437
2939,2018,4,54,1,389
2940,2020,5,23,1,44
2941,2019,6,24,9,744
2942,2018,1,47,9,660
2943,2019,4,93,9,187
2944,2020,2,45,3,590
2945,2018,2,42,10,448
2946,2019,3,73,1,795
2947,2018,4,17,1,588
2948,2019,7,16,10,298
2949,2019,9,72,9,499
2950,2018,3,55,6,828
2951,2019,7,39,6,880
2952,2019,11,88,1,921
2953,2019,1,1,9,277
2954,2019,4,48,4,436
2955,2018,9,63,1,330
2956,2020,12,83,3,337
2957,2020,8,86,8,161
2958,2020,11,37,3,369
2959,2020,7,4,7,477
2960,2018,1,11,7,927
2961,2018,5,82,8,386
2962,2018,9,25,1,25
2963,2020,10,53,10,348
2964,2020,3,42,9,667
2965,2018,10,27,10,545
2966,2020,10,3,8,556
2967,2018,2,51,10,988
2968,2019,1,63,9,455
2969,2019,1,38,6,769
2970,2020,3,35,9,26
2971,2019,6,41,10,518
2972,2018,10,21,10,675
2973,2019,10,61,10,366
2974,2020,7,88,6,816
2975,2018,5,50,2,732
2976,2020,2,26,2,683
2977,2020,2,4,1,940
2978,2020,11,11,1,0
2979,2019,10,79,6,129
2980,2019,10,79,9,104
2981,2020,4,92,6,130
2982,2020,5,93,3,642
2983,2018,11,45,8,294
2984,2019,9,40,10,852
2985,2020,2,22,6,454
2986,2019,2,96,7,556
2987,2019,9,86,2,781
2988,2019,11,60,1,168
2989,2019,12,44,9,796
2990,2018,9,7,1,478
2991,2019,2,61,5,606
2992,2018,7,29,6,980
2993,2020,2,40,9,811
2994,2020,12,93,6,467
2995,2018,11,87,4,622
2996,2018,1,50,6,724
2997,2018,8,47,3,943
2998,2020,6,86,5,736
2999,2018,10,35,3,824
3000,2020,7,91,9,588
3001,2018,2,89,3,953
3002,2018,12,74,10,243
3003,2019,2,3,3,279
3004,2018,12,69,3,12
3005,2019,12,6,3,788
3006,2020,5,34,1,776
3007,2020,3,30,3,107
3008,2019,7,13,4,45
3009,2018,6,16,4,910
3010,2019,7,71,6,576
3011,2020,12,66,1,70
3012,2018,11,41,8,529
3013,2019,5,73,4,729
3014,2018,8,95,9,524
3015,2019,2,87,3,906
3016,2018,11,18,8,911
3017,2020,6,82,3,845
3018,2018,10,97,2,853
3019,2019,5,12,10,500
3020,2019,2,39,4,41
3021,2018,9,4,2,386
3022,2018,8,68,7,78
3023,2019,6,24,1,657
3024,2019,10,57,10,987
3025,2018,11,25,4,640
3026,2018,5,58,2,394
3027,2018,1,30,2,898
3028,2018,10,41,2,982
3029,2019,5,45,5,84
3030,2018,7,16,4,743
3031,2020,2,91,7,884
3032,2019,11,14,2,228
3033,2020,8,29,10,679
3034,2018,7,78,3,410
3035,2019,12,47,5,556
3036,2019,10,56,3,17
3037,2019,3,58,2,527
3038,2019,2,60,4,105
3039,2020,4,5,4,894
3040,2019,4,56,3,128
3041,2020,5,56,1,881
3042,2018,7,52,5,545
3043,2020,12,11,2,360
3044,2019,1,66,2,708
3045,2020,2,14,1,444
3046,2018,12,45,4,942
3047,2020,10,5,8,16
3048,2018,8,97,3,258
3049,2020,11,26,8,60
3050,2018,4,19,6,565
3051,2019,11,86,3,824
3052,2020,5,82,5,18
3053,2020,1,12,1,333
3054,2018,3,96,6,654
3055,2018,6,95,7,10
3056,2020,10,43,5,55
3057,2018,6,57,8,704
3058,2020,9,91,8,121
3059,2018,2,60,4,820
3060,2018,9,45,6,870
3061,2018,1,30,2,735
3062,2020,5,52,3,362
3063,2018,12,87,4,938
3064,2018,8,12,9,319
3065,2020,9,54,1,265
3066,2019,2,25,1,889
3067,2019,7,47,5,478
3068,2019,12,25,7,275
3069,2019,10,96,3,463
3070,2018,11,4,7,746
3071,2018,4,21,1,128
3072,2018,10,75,9,636
3073,2020,8,5,1,324
3074,2020,12,58,4,560
3075,2018,11,4,7,65
3076,2018,8,58,1,196
3077,2020,4,45,5,429
3078,2019,1,13,7,102
3079,2018,2,32,5,432
3080,2020,7,94,6,65
3081,2019,9,40,9,128
3082,2019,3,34,1,891
3083,2018,2,3,4,74
3084,2019,12,45,5,881
3085,2019,5,84,8,684
3086,2020,6,86,3,410
3087,2018,4,42,10,477
3088,2019,10,78,8,494
3089,2019,5,0,3,757
3090,2019,12,15,5,198
3091,2019,11,44,5,752
3092,2019,1,89,9,263
3093,2018,3,91,7,117
3094,2018,11,28,2,118
3095,2020,8,71,5,361
3096,2019,9,18,7,133
3097,2019,2,10,10,790
3098,2018,6,7,4,316
3099,2018,11,1,10,173
3100,2020,3,32,9,499
3101,2018,4,49,3,102
3102,2018,12,71,5,12
3103,2018,9,90,5,726
3104,2019,2,65,7,657
3105,2019,2,32,7,264
3106,2020,8,68,5,15
3107,2020,11,17,2,351
3108,2019,8,1,10,275
3109,2018,5,76,4,44
3110,2019,1,87,1,364
3111,2018,2,46,1,143
3112,2019,1,19,9,513
3113,2019,4,33,1,232
3114,2020,5,33,8,380
3115,2020,5,30,5,397
3116,2019,12,93,6,932
3117,2018,2,4,3,707
3118,2019,10,13,5,289
3119,2020,4,87,8,270
3120,2020,7,71,5,419
3121,2020,5,91,8,455
3122,2018,3,90,1,105
3123,2019,6,32,5,342
3124,2019,10,75,4,702
3125,2019,7,47,8,135
3126,2018,5,33,4,655
3127,2020,8,8,8,836
3128,2019,7,79,5,583
3129,2020,12,80,2,459
3130,2019,1,60,3,492
3131,2020,11,33,5,461
3132,2018,10,83,4,708
3133,2018,6,4,10,265
3134,2018,9,50,4,639
3135,2018,12,52,1,645
3136,2020,12,47,1,403
3137,2018,3,27,7,702
3138,2019,1,26,2,161
3139,2019,11,88,3,825
3140,2019,7,42,10,164
3141,2019,9,58,5,312
3142,2019,1,10,10,143
3143,2018,3,99,2,685
3144,2020,9,42,3,701
3145,2020,1,68,9,429
3146,2020,6,44,2,174
3147,2020,1,89,3,710
3148,2019,4,35,9,207
3149,2020,4,84,9,898
3150,2019,6,64,1,541
3151,2020,5,16,5,455
3152,2020,5,42,4,482
3153,2020,7,37,1,347
3154,2018,3,83,2,533
3155,2020,10,67,2,474
3156,2019,4,42,6,84
3157,2019,9,20,2,697
3158,2018,2,26,7,293
3159,2020,11,88,8,111
3160,2020,4,68,1,65
3161,2019,3,82,6,809
3162,2018,9,47,7,837
3163,2020,11,23,5,846
3164,2019,9,96,5,821
3165,2018,12,24,7,99
3166,2018,5,7,7,923
3167,2020,2,38,4,678
3168,2018,12,93,5,165
3169,2019,10,45,10,638
3170,2018,1,48,5,637
3171,2018,5,15,6,605
3172,2018,9,80,5,518
3173,2018,1,7,3,361
3174,2020,12,41,4,328
3175,2018,6,27,7,931
3176,2019,4,79,3,96
3177,2020,8,33,1,818
3178,2018,8,89,10,646
3179,2020,9,92,5,777
3180,2019,10,29,3,284
3181,2018,1,57,2,675
3182,2020,12,52,1,988
3183,2019,1,64,3,55
3184,2020,8,94,4,627
3185,2020,9,23,10,484
3186,2019,7,41,8,975
3187,2019,9,57,4,192
3188,2020,1,12,5,370
3189,2020,11,47,4,2
3190,2019,1,69,10,861
3191,2018,3,42,9,462
3192,2019,11,48,3,402
3193,2020,10,7,8,471
3194,2020,1,0,7,303
3195,2018,4,52,10,159
3196,2018,8,56,2,326
3197,2018,4,65,9,299
3198,2020,1,15,3,46
3199,2018,2,79,2,322
3200,2019,2,88,3,38
3201,2020,11,30,6,703
3202,2020,5,35,6,387
3203,2019,6,60,1,368
3204,2018,11,56,8,486
3205,2018,8,66,6,287
3206,2019,5,67,4,489
3207,2020,2,35,5,399
3208,2018,2,49,8,633
3209,2018,3,85,5,696
3210,2020,5,22,5,448
3211,2020,6,33,5,45
3212,2018,8,15,4,314
3213,2020,7,23,3,222
3214,2018,11,16,1,92
3215,2020,11,19,2,764
3216,2019,2,7,8,406
3217,2020,10,20,2,192
3218,2019,6,14,9,579
3219,2019,1,17,6,677
3220,2019,6,65,7,309
3221,2019,6,68,4,433
3222,2019,12,27,8,496
3223,2019,12,8,2,942
3224,2019,2,89,6,54
3225,2020,5,12,4,941
3226,2018,9,37,10,186
3227,2018,9,72,9,95
3228,2018,1,53,8,907
3229,2019,4,0,9,914
3230,2019,7,67,6,919
3231,2018,2,60,5,187
3232,2019,11,33,1,667
3233,2019,8,8,1,492
3234,2020,8,13,1,647
3235,2018,11,60,1,530
3236,2018,8,91,5,209
3237,2018,7,22,10,738
3238,2020,6,37,8,125
3239,2018,7,81,4,553
3240,2018,4,27,7,172
3241,2020,6,26,1,810
3242,2019,3,65,5,155
3243,2018,1,98,6,265
3244,2019,2,85,6,58
3245,2020,6,7,1,221
3246,2018,1,82,10,622
3247,2018,3,7,8,323
3248,2020,5,62,6,808
3249,2018,12,74,9,458
3250,2020,12,25,9,308
3251,2020,10,88,10,105
3252,2019,6,48,7,797
3253,2018,11,33,4,701
3254,2019,6,38,10,801
3255,2018,1,99,10,500
3256,2018,7,28,2,830
3257,2018,5,13,8,320
3258,2018,3,93,1,181
3259,2019,6,51,3,347
3260,2018,3,0,2,981
3261,2019,3,78,5,981
3262,2018,7,84,1,815
3263,2020,8,37,5,979
3264,2019,3,8,9,209
3265,2020,5,10,1,849
3266,2019,9,13,8,318
3267,2019,2,21,7,926
3268,2018,2,5,10,77
3269,2019,6,47,1,968
3270,2020,4,0,2,56
3271,2018,9,52,4,715
3272,2020,7,59,1,4
3273,2019,9,84,4,791
3274,2019,3,20,3,351
3275,2020,8,21,10,610
3276,2020,12,38,6,57
3277,2020,4,27,7,841
3278,2019,10,92,3,854
3279,2018,10,59,10,355
3280,2019,6,10,6,800
3281,2020,3,6,10,199
3282,2018,2,66,10,880
3283,2020,7,76,3,251
3284,2020,7,46,2,902
3285,2020,4,39,1,10
3286,2019,6,73,6,171
3287,2019,11,11,10,562
3288,2020,10,68,4,535
3289,2018,11,47,10,403
3290,2020,1,45,4,582
3291,2019,3,85,8,266
3292,2018,6,92,6,183
3293,2018,11,4,1,382
3294,2019,2,0,7,762
3295,2018,9,50,3,637
3296,2020,4,6,1,693
3297,2020,3,39,5,382
3298,2019,2,57,3,544
3299,2018,11,38,1,291
3300,2020,5,73,2,213
3301,2020,5,72,9,314
3302,2020,3,39,7,134
3303,2019,11,74,10,357
3304,2018,4,6,5,813
3305,2018,11,90,5,769
3306,2020,9,5,3,428
3307,2018,2,16,5,657
3308,2019,4,81,10,961
3309,2020,6,88,10,868
3310,2019,10,68,9,292
3311,2020,7,77,9,815
3312,2018,2,66,4,31
3313,2018,7,24,4,446
3314,2018,7,7,3,866
3315,2020,4,1,8,134
3316,2018,8,86,3,573
3317,2019,10,4,7,86
3318,2020,7,78,3,871
3319,2020,3,88,8,398
3320,2018,9,34,9,903
3321,2019,7,25,3,738
3322,2019,2,64,6,84
3323,2019,12,22,4,749
3324,2019,1,19,7,110
3325,2019,9,48,7,618
3326,2019,12,41,4,414
3327,2020,5,28,1,378
3328,2020,7,89,4,445
3329,2019,1,88,1,920
3330,2019,7,36,3,64
3331,2020,2,3,1,999
3332,2019,2,91,7,21
3333,2018,11,0,1,923
3334,2018,9,28,2,496
3335,2018,6,88,2,328
3336,2018,1,32,6,718
3337,2020,1,74,6,371
3338,2020,7,79,5,249
3339,2020,7,24,1,935
3340,2020,11,51,9,934
3341,2020,7,79,3,473
3342,2019,2,9,10,450
3343,2020,1,53,6,748
3344,2020,8,79,2,2
3345,2018,11,40,7,484
3346,2019,5,35,1,364
3347,2020,7,34,4,769
3348,2020,7,41,8,755
3349,2018,5,78,6,792
3350,2019,6,90,5,505
3351,2018,1,56,7,710
3352,2018,4,64,5,423
3353,2019,10,0,4,706
3354,2019,5,93,8,463
3355,2019,1,39,3,150
3356,2019,2,46,7,962
3357,2020,6,36,2,59
3358,2018,6,17,5,882
3359,2019,1,15,6,597
3360,2019,4,59,5,119
3361,2020,1,84,5,104
3362,2019,1,38,10,174
3363,2019,4,45,5,702
3364,2020,12,96,6,694
3365,2018,10,77,7,30
3366,2019,1,42,6,362
3367,2018,11,12,4,622
3368,2020,10,50,4,394
3369,2020,2,65,1,875
3370,2020,3,69,8,581
3371,2019,12,70,3,6
3372,2020,12,15,2,411
3373,2019,3,77,5,415
3374,2019,8,57,3,517
3375,2020,8,48,1,956
3376,2020,10,76,9,403
3377,2019,4,55,4,109
3378,2020,3,12,1,354
3379,2018,10,12,8,714
3380,2018,11,96,1,674
3381,2019,5,59,8,972
3382,2018,4,30,8,428
3383,2019,10,33,3,571
3384,2018,3,95,8,774
3385,2019,6,20,8,529
3386,2020,6,5,5,458
3387,2020,10,61,9,434
3388,2020,5,82,6,449
3389,2018,5,68,4,272
3390,2020,2,68,8,721
3391,2018,11,92,10,725
3392,2018,10,54,10,676
3393,2020,2,9,3,169
3394,2018,12,2,3,570
3395,2018,3,37,8,197
3396,2018,12,49,2,339
3397,2020,1,87,6,527
3398,2018,10,71,9,749
3399,2018,10,84,4,853
3400,2018,7,25,9,415
3401,2018,1,35,8,181
3402,2018,7,71,1,142
3403,2018,9,62,6,296
3404,2019,8,33,5,510
3405,2019,6,34,5,675
3406,2019,4,79,2,755
3407,2019,2,93,2,683
3408,2020,9,75,7,629
3409,2018,9,63,10,479
3410,2020,10,61,1,504
3411,2019,12,82,2,243
3412,2018,3,59,3,535
3413,2020,7,54,3,880
3414,2020,1,31,10,343
3415,2018,11,53,3,164
3416,2018,2,38,10,776
3417,2020,10,71,4,534
3418,2020,7,66,7,186
3419,2020,12,64,7,81
3420,2019,4,44,7,163
3421,2019,9,32,9,781
3422,2018,12,1,10,79
3423,2020,6,76,6,17
3424,2018,12,16,10,555
3425,2018,2,30,5,589
3426,2018,1,43,1,879
3427,2018,7,86,6,917
3428,2020,6,89,3,251
3429,2020,3,51,1,460
3430,2019,7,34,5,740
3431,2019,8,84,4,57
3432,2019,12,20,9,213
3433,2020,4,61,6,789
3434,2020,7,55,10,226
3435,2019,3,84,6,862
3436,2019,5,93,7,214
3437,2020,8,4,8,508
3438,2020,5,15,6,800
3439,2018,8,25,6,11
3440,2018,11,98,3,651
3441,2020,3,84,3,219
3442,2020,10,75,3,578
3443,2018,11,90,6,381
3444,2020,12,2,4,586
3445,2020,8,86,4,390
3446,2018,11,73,9,92
3447,2020,3,39,7,384
3448,2018,12,52,2,619
3449,2018,12,2,7,339
3450,2019,1,36,10,938
3451,2020,3,19,3,994
3452,2020,3,26,4,784
3453,2019,12,0,9,955
3454,2018,12,39,5,664
3455,2020,3,66,1,830
3456,2018,10,4,3,450
3457,2020,11,87,6,818
3458,2020,3,79,8,860
3459,2020,3,1,5,991
3460,2020,6,2,7,432
3461,2018,9,52,6,672
3462,2019,8,51,8,504
3463,2020,8,59,3,911
3464,2020,12,93,4,227
3465,2018,11,97,9,850
3466,2018,7,43,3,517
3467,2019,5,8,9,703
3468,2020,4,13,9,18
3469,2020,4,52,3,319
3470,2020,7,63,4,318
3471,2018,5,18,10,644
3472,2020,4,82,8,771
3473,2018,6,3,2,616
3474,2019,7,41,6,681
3475,2020,10,50,6,310
3476,2019,11,43,2,660
3477,2019,10,31,10,92
3478,2020,6,80,5,586
3479,2019,12,98,5,56
3480,2019,12,33,5,238
3481,2019,11,84,5,45
3482,2019,1,14,9,462
3483,2018,2,75,2,342
3484,2018,12,38,10,911
3485,2020,10,20,6,534
3486,2018,7,60,6,897
3487,2020,4,85,7,466
3488,2019,5,99,4,145
3489,2019,3,21,8,125
3490,2019,1,0,4,372
3491,2018,5,8,6,600
3492,2020,2,56,1,637
3493,2019,5,67,9,497
3494,2019,2,24,6,447
3495,2020,4,39,6,261
3496,2020,8,3,10,501
3497,2018,10,15,10,942
3498,2019,5,91,5,37
3499,2018,12,87,5,13
3500,2020,4,19,5,305
3501,2019,5,68,7,770
3502,2019,10,32,9,619
3503,2019,8,72,7,37
3504,2020,7,46,9,728
3505,2019,2,89,5,164
3506,2019,8,0,1,232
3507,2020,2,49,5,67
3508,2020,2,67,7,276
3509,2018,1,3,6,251
3510,2018,9,64,9,509
3511,2020,1,20,6,153
3512,2018,3,64,3,509
3513,2019,6,9,1,853
3514,2020,10,44,6,362
3515,2019,10,87,10,119
3516,2018,12,25,10,291
3517,2020,8,79,10,208
3518,2020,4,53,4,748
3519,2020,7,41,9,440
3520,2019,8,22,7,193
3521,2020,12,51,8,324
3522,2019,12,78,5,422
3523,2020,6,93,1,912
3524,2020,8,77,4,680
3525,2018,6,12,4,300
